,Feat 0,Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,class
1069,-55.0,-48.0,-49.0,-62.0,-55.0,-86.0,-91.0,3
1070,-65.0,-58.0,-62.0,-67.0,-77.0,-86.0,-91.0,0
1071,-61.0,-59.0,-58.0,-62.0,-65.0,-78.0,-78.0,0
1072,-67.0,-56.0,-52.0,-64.0,-51.0,-89.0,-85.0,3
1073,-61.0,-63.0,-58.0,-66.0,-74.0,-87.0,-82.0,0
1074,-65.0,-56.0,-55.0,-65.0,-68.0,-85.0,-93.0,0
1075,-36.0,-52.0,-59.0,-38.0,-64.0,-72.0,-74.0,1
1076,-57.0,-52.0,-56.0,-62.0,-52.0,-92.0,-85.0,3
1077,-59.0,-54.0,-56.0,-65.0,-74.0,-79.0,-85.0,0
1078,-68.0,-58.0,-65.0,-67.0,-83.0,-89.0,-86.0,0
1079,-50.0,-54.0,-54.0,-54.0,-66.0,-77.0,-86.0,2
1080,-50.0,-57.0,-57.0,-50.0,-70.0,-77.0,-80.0,1
1081,-58.0,-55.0,-50.0,-60.0,-48.0,-87.0,-93.0,3
1082,-53.0,-54.0,-59.0,-54.0,-62.0,-81.0,-82.0,2
1083,-50.0,-53.0,-50.0,-55.0,-68.0,-78.0,-87.0,2
1084,-66.0,-56.0,-60.0,-63.0,-74.0,-87.0,-93.0,0
1085,-64.0,-57.0,-48.0,-60.0,-39.0,-88.0,-85.0,3
1086,-61.0,-57.0,-59.0,-62.0,-69.0,-78.0,-83.0,0
1087,-38.0,-51.0,-53.0,-38.0,-63.0,-72.0,-73.0,1
1088,-56.0,-58.0,-60.0,-59.0,-66.0,-80.0,-77.0,0
1089,-61.0,-52.0,-48.0,-57.0,-47.0,-85.0,-85.0,3
1090,-53.0,-55.0,-51.0,-49.0,-65.0,-86.0,-84.0,2
1091,-48.0,-57.0,-54.0,-50.0,-66.0,-83.0,-78.0,2
1092,-59.0,-56.0,-56.0,-65.0,-49.0,-92.0,-88.0,3
1093,-45.0,-51.0,-50.0,-51.0,-57.0,-80.0,-79.0,2
1094,-47.0,-54.0,-49.0,-52.0,-58.0,-79.0,-86.0,2
1095,-61.0,-55.0,-58.0,-67.0,-69.0,-84.0,-86.0,0
1096,-49.0,-51.0,-52.0,-44.0,-60.0,-77.0,-77.0,2
1097,-52.0,-56.0,-47.0,-53.0,-61.0,-78.0,-79.0,2
1098,-47.0,-51.0,-54.0,-50.0,-64.0,-75.0,-82.0,2
1099,-64.0,-55.0,-48.0,-61.0,-50.0,-83.0,-87.0,3
1100,-50.0,-57.0,-58.0,-44.0,-82.0,-75.0,-78.0,1
1101,-62.0,-55.0,-58.0,-62.0,-67.0,-81.0,-77.0,0
1102,-27.0,-60.0,-56.0,-18.0,-65.0,-68.0,-72.0,1
1103,-63.0,-58.0,-54.0,-67.0,-43.0,-88.0,-98.0,3
1104,-60.0,-53.0,-52.0,-64.0,-46.0,-85.0,-83.0,3
1105,-46.0,-54.0,-53.0,-48.0,-64.0,-78.0,-79.0,2
1106,-73.0,-61.0,-65.0,-65.0,-77.0,-89.0,-90.0,0
1107,-40.0,-55.0,-57.0,-37.0,-71.0,-79.0,-77.0,1
1108,-40.0,-52.0,-50.0,-41.0,-64.0,-69.0,-66.0,1
1109,-37.0,-58.0,-60.0,-37.0,-75.0,-65.0,-67.0,1
1110,-60.0,-53.0,-59.0,-59.0,-53.0,-86.0,-86.0,3
1111,-57.0,-56.0,-48.0,-66.0,-49.0,-84.0,-91.0,3
1112,-65.0,-57.0,-45.0,-69.0,-48.0,-91.0,-94.0,3
1113,-63.0,-48.0,-54.0,-65.0,-67.0,-82.0,-80.0,0
1114,-50.0,-56.0,-63.0,-45.0,-71.0,-76.0,-78.0,1
1115,-66.0,-57.0,-56.0,-64.0,-49.0,-89.0,-87.0,3
1116,-48.0,-58.0,-50.0,-53.0,-62.0,-81.0,-87.0,2
1117,-65.0,-53.0,-60.0,-62.0,-69.0,-85.0,-83.0,0
1118,-61.0,-54.0,-60.0,-62.0,-66.0,-79.0,-85.0,0
1119,-57.0,-49.0,-44.0,-60.0,-50.0,-84.0,-86.0,3
1120,-48.0,-54.0,-53.0,-51.0,-61.0,-77.0,-80.0,2
1121,-60.0,-57.0,-66.0,-60.0,-68.0,-87.0,-89.0,0
1122,-62.0,-55.0,-59.0,-63.0,-72.0,-76.0,-87.0,0
1123,-60.0,-52.0,-51.0,-59.0,-73.0,-79.0,-81.0,0
1124,-63.0,-57.0,-64.0,-69.0,-75.0,-85.0,-83.0,0
1125,-60.0,-56.0,-67.0,-62.0,-69.0,-82.0,-86.0,0
1126,-59.0,-50.0,-56.0,-59.0,-62.0,-78.0,-79.0,0
1127,-63.0,-59.0,-61.0,-62.0,-78.0,-90.0,-82.0,0
1128,-39.0,-57.0,-50.0,-35.0,-63.0,-70.0,-79.0,1
1129,-63.0,-56.0,-55.0,-60.0,-52.0,-86.0,-98.0,3
1130,-59.0,-55.0,-58.0,-61.0,-67.0,-77.0,-79.0,0
1131,-58.0,-55.0,-53.0,-59.0,-52.0,-81.0,-84.0,3
1132,-49.0,-55.0,-49.0,-49.0,-60.0,-80.0,-79.0,2
1133,-38.0,-53.0,-53.0,-38.0,-66.0,-70.0,-69.0,1
1134,-50.0,-56.0,-57.0,-49.0,-68.0,-92.0,-80.0,2
1135,-52.0,-54.0,-49.0,-52.0,-58.0,-81.0,-82.0,2
1136,-61.0,-52.0,-49.0,-68.0,-45.0,-85.0,-92.0,3
1137,-46.0,-49.0,-51.0,-45.0,-62.0,-79.0,-79.0,2
1138,-49.0,-56.0,-58.0,-42.0,-77.0,-76.0,-78.0,1
1139,-42.0,-56.0,-52.0,-36.0,-75.0,-68.0,-81.0,1
1140,-49.0,-50.0,-51.0,-44.0,-60.0,-83.0,-79.0,2
1141,-37.0,-56.0,-58.0,-45.0,-65.0,-67.0,-72.0,1
1142,-53.0,-59.0,-48.0,-57.0,-66.0,-80.0,-77.0,2
1143,-36.0,-50.0,-58.0,-41.0,-74.0,-74.0,-69.0,1
1144,-13.0,-54.0,-57.0,-21.0,-77.0,-72.0,-72.0,1
1145,-50.0,-58.0,-54.0,-51.0,-60.0,-80.0,-82.0,2
1146,-45.0,-58.0,-63.0,-45.0,-80.0,-76.0,-65.0,1
1147,-17.0,-53.0,-57.0,-17.0,-70.0,-77.0,-73.0,1
1148,-49.0,-64.0,-53.0,-52.0,-63.0,-73.0,-78.0,2
1149,-49.0,-50.0,-55.0,-49.0,-54.0,-85.0,-76.0,2
1150,-48.0,-55.0,-58.0,-50.0,-63.0,-81.0,-86.0,2
1151,-65.0,-61.0,-56.0,-67.0,-50.0,-89.0,-91.0,3
1152,-68.0,-55.0,-67.0,-70.0,-76.0,-82.0,-81.0,0
1153,-47.0,-53.0,-54.0,-49.0,-63.0,-88.0,-85.0,2
1154,-49.0,-54.0,-50.0,-52.0,-60.0,-85.0,-88.0,2
1155,-64.0,-55.0,-52.0,-74.0,-53.0,-89.0,-80.0,3
1156,-61.0,-57.0,-53.0,-65.0,-50.0,-87.0,-91.0,3
1157,-41.0,-58.0,-54.0,-42.0,-71.0,-65.0,-71.0,1
1158,-43.0,-47.0,-50.0,-45.0,-65.0,-66.0,-69.0,1
1159,-61.0,-55.0,-62.0,-62.0,-65.0,-82.0,-81.0,0
1160,-45.0,-53.0,-50.0,-49.0,-67.0,-75.0,-77.0,2
1161,-40.0,-52.0,-51.0,-45.0,-64.0,-70.0,-65.0,1
1162,-63.0,-54.0,-53.0,-65.0,-52.0,-92.0,-89.0,3
1163,-50.0,-52.0,-53.0,-53.0,-67.0,-86.0,-85.0,2
1164,-69.0,-59.0,-70.0,-67.0,-75.0,-82.0,-82.0,0
1165,-64.0,-58.0,-48.0,-63.0,-42.0,-85.0,-93.0,3
1166,-66.0,-69.0,-63.0,-69.0,-79.0,-88.0,-86.0,0
1167,-59.0,-54.0,-58.0,-59.0,-63.0,-81.0,-80.0,0
1168,-51.0,-58.0,-51.0,-51.0,-62.0,-79.0,-86.0,2
1169,-52.0,-50.0,-53.0,-54.0,-68.0,-76.0,-85.0,2
1170,-48.0,-57.0,-54.0,-47.0,-66.0,-79.0,-79.0,2
1171,-59.0,-51.0,-56.0,-58.0,-51.0,-95.0,-84.0,3
1172,-45.0,-50.0,-52.0,-53.0,-61.0,-75.0,-79.0,2
1173,-57.0,-56.0,-59.0,-59.0,-64.0,-79.0,-78.0,0
1174,-63.0,-56.0,-52.0,-65.0,-47.0,-82.0,-92.0,3
1175,-62.0,-56.0,-57.0,-63.0,-69.0,-87.0,-91.0,0
1176,-41.0,-57.0,-51.0,-40.0,-66.0,-78.0,-71.0,1
1177,-40.0,-63.0,-64.0,-50.0,-64.0,-75.0,-78.0,1
1178,-57.0,-56.0,-56.0,-61.0,-70.0,-77.0,-77.0,0
1179,-35.0,-55.0,-56.0,-37.0,-66.0,-65.0,-69.0,1
1180,-64.0,-63.0,-56.0,-64.0,-47.0,-92.0,-83.0,3
1181,-41.0,-57.0,-55.0,-43.0,-65.0,-71.0,-76.0,1
1182,-60.0,-53.0,-48.0,-61.0,-46.0,-85.0,-85.0,3
1183,-40.0,-58.0,-60.0,-49.0,-72.0,-74.0,-80.0,1
1184,-65.0,-60.0,-65.0,-66.0,-73.0,-84.0,-93.0,0
1185,-58.0,-57.0,-50.0,-60.0,-47.0,-84.0,-86.0,3
1186,-52.0,-53.0,-50.0,-52.0,-63.0,-84.0,-88.0,2
1187,-42.0,-53.0,-53.0,-42.0,-63.0,-72.0,-72.0,1
1188,-45.0,-55.0,-57.0,-47.0,-61.0,-78.0,-80.0,2
1189,-62.0,-57.0,-63.0,-67.0,-66.0,-87.0,-80.0,0
1190,-60.0,-60.0,-46.0,-54.0,-49.0,-81.0,-83.0,3
1191,-57.0,-53.0,-51.0,-57.0,-48.0,-88.0,-85.0,3
1192,-57.0,-52.0,-60.0,-61.0,-66.0,-81.0,-85.0,0
1193,-57.0,-51.0,-56.0,-57.0,-50.0,-88.0,-86.0,3
1194,-40.0,-52.0,-49.0,-41.0,-62.0,-69.0,-65.0,1
1195,-57.0,-57.0,-54.0,-58.0,-56.0,-84.0,-87.0,3
1196,-61.0,-54.0,-60.0,-61.0,-74.0,-87.0,-83.0,0
1197,-59.0,-60.0,-61.0,-66.0,-66.0,-81.0,-85.0,0
1198,-17.0,-62.0,-54.0,-22.0,-65.0,-70.0,-72.0,1
1199,-42.0,-55.0,-49.0,-45.0,-64.0,-70.0,-65.0,1
1200,-53.0,-58.0,-50.0,-52.0,-66.0,-78.0,-79.0,2
1201,-66.0,-60.0,-62.0,-62.0,-70.0,-82.0,-85.0,0
1202,-47.0,-50.0,-53.0,-47.0,-63.0,-76.0,-79.0,2
1203,-61.0,-58.0,-57.0,-66.0,-49.0,-93.0,-86.0,3
1204,-48.0,-47.0,-51.0,-52.0,-60.0,-74.0,-79.0,2
1205,-51.0,-52.0,-50.0,-49.0,-60.0,-77.0,-76.0,2
1206,-58.0,-54.0,-59.0,-62.0,-68.0,-79.0,-87.0,0
1207,-50.0,-53.0,-53.0,-55.0,-67.0,-78.0,-89.0,2
1208,-38.0,-53.0,-51.0,-39.0,-68.0,-76.0,-72.0,1
1209,-56.0,-54.0,-58.0,-62.0,-68.0,-77.0,-81.0,0
1210,-60.0,-57.0,-52.0,-59.0,-47.0,-88.0,-85.0,3
1211,-48.0,-46.0,-50.0,-54.0,-63.0,-87.0,-77.0,2
1212,-58.0,-60.0,-50.0,-61.0,-50.0,-87.0,-78.0,3
1213,-53.0,-58.0,-51.0,-51.0,-62.0,-84.0,-85.0,2
1214,-38.0,-52.0,-54.0,-38.0,-64.0,-73.0,-77.0,1
1215,-35.0,-54.0,-55.0,-40.0,-61.0,-79.0,-73.0,1
1216,-56.0,-60.0,-47.0,-58.0,-46.0,-80.0,-82.0,3
1217,-36.0,-55.0,-50.0,-41.0,-66.0,-72.0,-69.0,1
1218,-46.0,-59.0,-55.0,-49.0,-69.0,-74.0,-84.0,1
1219,-57.0,-53.0,-54.0,-61.0,-73.0,-86.0,-81.0,0
1220,-53.0,-55.0,-54.0,-51.0,-69.0,-79.0,-81.0,2
1221,-67.0,-56.0,-65.0,-68.0,-69.0,-83.0,-82.0,0
1222,-67.0,-61.0,-63.0,-65.0,-71.0,-81.0,-87.0,0
1223,-58.0,-57.0,-45.0,-58.0,-42.0,-88.0,-88.0,3
1224,-64.0,-54.0,-55.0,-59.0,-52.0,-88.0,-98.0,3
1225,-40.0,-53.0,-49.0,-41.0,-71.0,-66.0,-65.0,1
1226,-56.0,-55.0,-59.0,-68.0,-74.0,-84.0,-79.0,0
1227,-48.0,-61.0,-57.0,-51.0,-67.0,-83.0,-76.0,2
1228,-64.0,-57.0,-52.0,-60.0,-40.0,-87.0,-87.0,3
1229,-61.0,-56.0,-53.0,-62.0,-63.0,-84.0,-91.0,0
1230,-66.0,-57.0,-55.0,-64.0,-52.0,-91.0,-87.0,3
1231,-70.0,-64.0,-63.0,-69.0,-83.0,-85.0,-87.0,0
1232,-40.0,-53.0,-55.0,-37.0,-71.0,-75.0,-74.0,1
1233,-50.0,-56.0,-53.0,-52.0,-68.0,-84.0,-77.0,2
1234,-50.0,-56.0,-55.0,-47.0,-63.0,-86.0,-77.0,1
1235,-47.0,-53.0,-55.0,-57.0,-62.0,-80.0,-78.0,2
1236,-42.0,-53.0,-49.0,-44.0,-74.0,-70.0,-65.0,1
1237,-41.0,-60.0,-54.0,-43.0,-73.0,-80.0,-74.0,1
1238,-52.0,-56.0,-52.0,-50.0,-65.0,-86.0,-84.0,2
1239,-61.0,-52.0,-49.0,-56.0,-46.0,-84.0,-83.0,3
1240,-59.0,-59.0,-52.0,-59.0,-53.0,-87.0,-87.0,3
1241,-66.0,-53.0,-59.0,-62.0,-69.0,-81.0,-79.0,0
1242,-50.0,-60.0,-73.0,-58.0,-68.0,-88.0,-92.0,2
1243,-63.0,-57.0,-61.0,-65.0,-73.0,-84.0,-84.0,0
1244,-68.0,-57.0,-64.0,-68.0,-77.0,-88.0,-85.0,0
1245,-52.0,-64.0,-54.0,-54.0,-68.0,-85.0,-79.0,2
1246,-60.0,-51.0,-61.0,-63.0,-64.0,-86.0,-81.0,0
1247,-59.0,-57.0,-50.0,-59.0,-50.0,-89.0,-80.0,3
1248,-61.0,-54.0,-48.0,-58.0,-47.0,-91.0,-88.0,3
1249,-48.0,-54.0,-52.0,-54.0,-58.0,-87.0,-89.0,2
1250,-62.0,-55.0,-65.0,-59.0,-69.0,-86.0,-87.0,0
1251,-57.0,-52.0,-48.0,-58.0,-51.0,-86.0,-87.0,3
1252,-61.0,-53.0,-52.0,-60.0,-72.0,-75.0,-81.0,0
1253,-37.0,-55.0,-55.0,-40.0,-73.0,-72.0,-74.0,1
1254,-36.0,-59.0,-55.0,-36.0,-65.0,-66.0,-70.0,1
1255,-56.0,-51.0,-52.0,-59.0,-48.0,-87.0,-82.0,3
1256,-50.0,-53.0,-52.0,-50.0,-61.0,-79.0,-83.0,2
1257,-64.0,-55.0,-55.0,-66.0,-49.0,-88.0,-88.0,3
1258,-61.0,-60.0,-60.0,-65.0,-67.0,-82.0,-78.0,0
1259,-49.0,-55.0,-53.0,-48.0,-61.0,-79.0,-78.0,2
1260,-41.0,-55.0,-58.0,-43.0,-60.0,-71.0,-72.0,1
1261,-65.0,-57.0,-56.0,-63.0,-48.0,-92.0,-85.0,3
1262,-65.0,-56.0,-65.0,-63.0,-68.0,-82.0,-93.0,0
1263,-66.0,-62.0,-64.0,-68.0,-73.0,-89.0,-83.0,0
1264,-49.0,-52.0,-53.0,-54.0,-65.0,-77.0,-88.0,2
1265,-64.0,-51.0,-57.0,-67.0,-68.0,-84.0,-82.0,0
1266,-56.0,-54.0,-50.0,-58.0,-50.0,-83.0,-85.0,3
1267,-61.0,-58.0,-58.0,-62.0,-66.0,-81.0,-81.0,0
1268,-63.0,-57.0,-59.0,-66.0,-71.0,-82.0,-83.0,0
1269,-63.0,-57.0,-62.0,-65.0,-76.0,-82.0,-88.0,0
1270,-66.0,-57.0,-55.0,-65.0,-51.0,-88.0,-88.0,3
1271,-60.0,-56.0,-43.0,-61.0,-50.0,-89.0,-87.0,3
1272,-52.0,-56.0,-52.0,-49.0,-61.0,-86.0,-81.0,2
1273,-45.0,-52.0,-54.0,-53.0,-56.0,-83.0,-79.0,2
1274,-59.0,-53.0,-55.0,-60.0,-51.0,-87.0,-87.0,3
1275,-57.0,-53.0,-45.0,-54.0,-52.0,-84.0,-82.0,3
1276,-62.0,-57.0,-58.0,-65.0,-71.0,-87.0,-86.0,0
1277,-60.0,-56.0,-56.0,-64.0,-67.0,-84.0,-85.0,0
1278,-38.0,-56.0,-48.0,-39.0,-71.0,-72.0,-71.0,1
1279,-62.0,-59.0,-52.0,-69.0,-46.0,-91.0,-98.0,3
