,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
1243,6.3,0.25,,,,,142.0,0.99705,3.14,,,0
1244,7.7,,,2.3,,,,0.9931,3.17,,,0
1245,5.6,0.49,,4.5,0.039,,116.0,0.9907,3.42,0.9,,2
1246,6.5,,,9.2,0.044000000000000004,,150.0,0.9950200000000001,3.22,0.44,10.5,1
1247,,0.18,,,,7.0,,,,0.52,,1
1248,7.2,0.16,,1.2,,,84.0,,,,9.9,1
1249,7.7,0.16,0.36,,,25.0,148.0,,,0.54,,0
1250,,0.31,,6.4,0.039,,191.0,,,,9.8,1
1251,,0.28,0.34,,,32.0,,0.9901,,0.38,,2
1252,,,0.3,,0.055999999999999994,33.0,168.0,,2.9,,8.7,2
1253,7.1,0.31,0.5,14.5,0.059000000000000004,6.0,,,,,9.1,1
1254,6.7,,0.34,9.2,,29.0,,0.9968,,,,1
1255,6.5,0.3,,,0.037000000000000005,8.0,210.0,0.9937,,0.62,,1
1256,7.2,0.19,,,,,,,,,11.4,2
1257,,0.16,,,0.044000000000000004,27.0,,0.998,,0.46,,0
1258,,0.48,0.49,,,,,,3.13,,,0
1259,,0.27,,,,26.0,168.0,,,0.48,,2
1260,,0.18,,11.9,,,,,,0.68,,1
1261,,0.21,0.36,,,,183.0,,,,,1
1262,,0.35,,7.8,,24.0,,,3.39,,,0
1263,,0.17,0.4,,0.047,,156.0,0.99945,,0.78,,0
1264,5.8,,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,,11.2,0
1265,,,0.31,,0.053,,,0.99587,,,10.4,0
1266,,,0.16,1.3,,,,,3.13,,8.7,0
1267,6.3,,,11.0,0.05,,,0.9972,,,9.3,4
1268,,,0.3,,,,104.0,,3.05,0.56,11.3,2
1269,,,,,0.043,,,,3.17,,11.5,0
1270,,0.16,,7.1,0.054000000000000006,,224.0,,3.38,0.55,,1
1271,,0.28,,,,26.0,,,,,10.8,1
1272,,0.32,,1.5,,,124.0,0.9898,,,12.4,2
1273,,0.33,,,,49.0,,0.99711,,,,1
1274,,0.2,,,0.031,38.0,147.0,,3.35,,11.0,0
1275,,0.17,0.46,0.9,0.036000000000000004,63.0,147.0,0.99126,3.02,,10.7,0
1276,,0.24,0.28,,0.038,61.0,,0.99146,,0.54,,2
1277,7.5,,0.74,1.6,,21.0,,,3.26,0.45,,0
1278,,0.43,0.3,6.6,0.025,15.0,138.0,,,0.46,12.6,0
1279,7.1,0.25,0.3,2.4,0.042,25.0,,,,,10.5,0
1280,,0.22,0.28,,0.042,,180.0,,3.3,,,0
1281,,0.12,,5.2,0.048,,,,,,,2
1282,7.0,,0.17,1.1,,,119.0,0.99297,3.13,,,0
1283,7.7,,,,0.051,,190.0,0.9928,3.23,,10.8,0
1284,,,,,,,,0.99425,,0.63,9.9,1
1285,,0.33,,5.6,,22.0,,,,,,1
1286,,,0.37,,0.047,42.0,147.0,,3.46,0.72,,1
1287,,0.19,0.42,,,,104.0,0.9951700000000001,,0.66,,4
1288,8.2,,,,,18.0,,0.99366,3.24,0.39,,1
1289,,,,3.0,0.036000000000000004,,85.0,,3.28,0.4,,4
1290,,,,8.1,0.037000000000000005,26.0,174.0,0.9943,,0.3,,2
1291,,0.31,,,,,,0.99397,,,10.6,2
1292,6.3,0.24,0.55,,,67.0,,0.9959600000000001,,0.5,9.2,1
1293,,,0.28,,,,,0.9906,,,12.6,0
1294,8.8,,0.33,,0.036000000000000004,,172.0,0.9966,3.08,,,1
1295,,0.18,,6.2,0.05,,138.0,0.99546,3.2,0.55,,0
1296,,,,,,,66.0,,3.11,0.31,11.8,0
1297,6.6,,0.01,2.7,,56.0,,,,,11.9,1
1298,,0.39,0.35,,,,,0.99016,2.95,0.54,,0
1299,7.7,0.28,,,0.055999999999999994,31.0,117.0,0.9998,3.27,,,1
1300,,0.17,,17.55,0.05,,154.0,0.99971,2.94,,9.0,2
1301,,0.18,,,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,2
1302,,0.13,0.42,1.1,0.043,63.0,,0.99066,,0.72,,2
1303,,0.38,0.4,2.0,0.038,28.0,152.0,,3.18,,,0
1304,6.2,,,,0.095,,195.0,0.9977299999999999,3.53,0.71,,4
1305,7.7,0.28,,,,,155.0,,,,,2
1306,6.8,,,3.95,0.047,16.0,,0.98988,3.23,0.53,,2
1307,7.0,0.29,,10.7,,59.0,,0.9966,3.05,0.61,,1
1308,,0.44,0.37,2.7,,35.0,,,,,13.5,2
1309,7.4,,0.27,7.5,0.040999999999999995,24.0,160.0,,,,,1
1310,6.6,0.19,,1.2,0.052000000000000005,34.0,181.0,0.9935200000000001,3.3,0.42,,2
1311,6.9,,,,,,,,3.23,,9.1,1
1312,6.2,0.36,,8.9,0.036000000000000004,38.0,,0.9962200000000001,3.27,0.5,9.4,1
1313,,,0.22,16.7,0.046,,,0.9979,,0.67,,0
1314,,0.29,0.4,13.6,0.045,66.0,231.0,,3.08,,,0
1315,,,0.34,1.3,,,82.0,0.99045,3.18,0.44,12.2,0
1316,5.5,0.16,,,0.026000000000000002,,,,,,11.65,0
1317,5.9,,,,0.035,60.0,247.0,,,0.44,,0
1318,,,,8.7,,31.0,,0.99146,3.0,0.34,,2
1319,7.2,0.28,,2.0,0.052000000000000005,,156.0,,,0.52,11.1,1
1320,7.2,0.27,0.74,12.5,0.037000000000000005,,,,,0.44,8.7,1
1321,6.4,0.15,0.4,1.3,0.053,,,,,,,0
1322,,,,,,10.0,102.0,,,0.87,,4
1323,,0.44,,7.7,0.096,,,0.99771,,0.72,9.2,1
1324,,0.3,0.32,1.7,0.032,30.0,130.0,,3.28,,11.2,2
1325,,0.17,0.56,,,24.0,115.0,0.9906,3.48,,10.8,2
1326,6.5,0.28,,,,,107.0,0.9912,3.32,,,2
1327,,,0.09,,,34.0,144.0,0.9948,3.26,,10.1,0
1328,,0.33,,,0.048,,174.0,0.99492,3.14,0.5,,1
1329,,0.26,0.2,,,,111.0,,3.11,0.42,,0
1330,5.1,,,,0.027000000000000003,18.0,,0.9893,3.51,0.38,12.5,2
1331,8.0,,0.37,,,,159.0,,,0.47,,4
1332,,,,,,,,0.99067,3.23,,,0
1333,7.4,,0.36,,0.055999999999999994,72.0,,,3.42,0.35,9.1,0
1334,,,0.4,,0.037000000000000005,,107.0,0.9917,3.46,,,0
1335,7.3,0.32,,,,,,0.9982,,0.5,9.2,1
1336,5.5,0.14,0.27,4.6,,,104.0,0.9949,,,9.0,1
1337,,0.23,0.29,14.45,0.057,29.0,144.0,,,0.54,10.2,0
1338,6.7,0.24,0.3,,,,179.0,,3.04,0.59,,3
1339,6.0,,,,0.055999999999999994,112.0,,0.9961,3.08,,,0
1340,6.6,,,5.3,0.038,20.0,125.0,,,,12.6,0
1341,,0.38,,,,42.0,134.0,0.9912,,0.38,12.3,2
1342,,,0.36,,,,,,,0.46,10.0,0
1343,,0.29,,,0.044000000000000004,48.0,197.0,,,0.36,,1
1344,,0.39,0.37,,0.043,,113.0,,,,,3
1345,,0.23,0.68,11.0,0.047,,133.0,0.9978,2.99,0.38,8.8,1
1346,6.1,0.22,,,,,74.0,0.9884,,,,0
1347,6.4,,0.26,,,25.0,,0.9934700000000001,,,,1
1348,8.2,0.18,,,0.033,28.0,,0.9923,3.0,,10.4,2
1349,7.3,,0.42,,0.04,,173.0,0.9994,3.28,,,2
1350,6.4,0.44,0.26,,,,180.0,,,0.57,10.0,1
1351,,,0.49,,,20.0,,,3.05,,12.1,2
1352,,,,,,15.0,,0.9900399999999999,3.02,0.52,11.9,2
1353,,0.46,0.2,0.9,,5.0,,0.992,,,,0
1354,,0.47,0.65,8.3,,27.0,,,3.0,0.35,9.2,1
1355,,0.12,0.19,,0.055,27.0,,0.9953,,,9.4,1
1356,6.6,,,,,48.0,,,3.14,0.32,11.9,1
1357,6.8,,,5.4,,,,0.99287,3.1,0.54,,2
1358,6.4,0.2,0.28,,0.032,24.0,84.0,0.9916799999999999,,0.55,,1
1359,,0.18,0.41,,,47.0,,0.9967799999999999,3.28,,,2
1360,,0.18,0.65,1.4,,28.0,157.0,0.9946,3.33,,,0
1361,6.8,,,5.4,0.054000000000000006,,,,,0.54,11.0,2
1362,8.2,0.28,,1.8,,30.0,,,3.09,0.39,11.4,1
1363,7.6,,,12.7,,20.0,,,3.16,0.5,9.7,4
1364,8.7,,,,0.067,,100.0,0.9957,3.27,,,0
1365,,,0.32,14.45,0.07400000000000001,29.0,,0.998,,,9.2,0
1366,8.2,,1.0,,,,205.0,,2.96,0.43,9.6,1
1367,,,0.29,,0.068,39.0,124.0,0.9914,3.34,,11.0,2
1368,6.8,0.3,0.24,,,,116.0,0.9953,,0.48,9.4,1
1369,,0.33,,,0.065,29.0,119.0,,,0.39,,1
1370,,0.26,0.36,,0.054000000000000006,,,,3.09,,,2
1371,,,,,,,,,,0.38,,0
1372,,,,,,,,0.9968,3.31,0.45,,1
1373,,0.22,0.28,7.2,,41.0,132.0,,,,11.3,0
1374,,,0.16,7.5,,,,,3.17,,9.0,1
1375,,0.16,0.34,1.1,0.037000000000000005,41.0,115.0,0.9899,,0.68,,0
1376,,0.26,0.21,,,24.0,,,3.06,0.34,,0
1377,,,0.24,8.1,,32.0,162.0,0.99508,,0.38,,3
1378,,,,5.4,0.026000000000000002,,114.0,0.99174,3.13,,,1
1379,8.1,0.17,0.44,,0.053,43.0,145.0,1.0006,,0.75,,3
1380,7.2,,,,,21.0,159.0,,3.52,,,1
1381,6.8,0.24,0.49,19.3,,,247.0,1.00055,3.0,,8.7,1
1382,6.6,,,,0.034,,,0.9933,3.13,,,1
1383,,0.16,,0.8,0.028999999999999998,26.0,77.0,,,,,0
1384,,0.31,0.44,,0.054000000000000006,,,0.9952,3.04,0.44,9.6,1
1385,,0.17,,1.6,0.053,47.0,,,3.29,0.76,9.6,0
1386,7.0,,,,0.037000000000000005,,103.0,0.9938799999999999,3.13,0.49,11.0,0
1387,,0.34,,,,,135.0,,3.41,0.78,,2
1388,,,0.33,2.6,,11.0,71.0,,,,9.5,1
1389,7.4,,0.27,12.9,,,221.0,,,0.66,9.4,1
1390,,0.28,0.54,,,,,0.9990000000000001,3.08,,,0
1391,,,,1.2,,49.0,120.0,0.9931200000000001,2.99,,9.2,1
1392,7.7,0.32,0.62,10.6,,,,,,,,0
1393,8.5,,,,0.033,,,0.9950700000000001,,,10.5,2
1394,,,0.42,,,,,0.9916,2.95,,,0
1395,,,0.31,,0.044000000000000004,35.0,158.0,0.98998,,,12.1,2
1396,7.0,,,,,,,0.9935200000000001,,0.33,11.7,3
1397,,,0.25,,0.040999999999999995,,124.0,,3.18,,,0
1398,8.3,,0.41,,,,162.0,,3.1,,,2
1399,,0.31,,,0.049,48.0,,0.99323,,,11.1,0
1400,6.0,,0.42,,0.051,,,,,,9.0,1
1401,,0.29,0.16,6.8,0.034,65.0,,,,0.39,9.0,0
1402,7.2,0.35,,5.6,,23.0,120.0,0.99334,2.93,0.66,,2
1403,7.9,0.28,0.41,4.9,,,,0.9966,3.27,,9.7,0
1404,,0.4,0.26,,0.059000000000000004,,178.0,,3.04,0.43,10.9,0
1405,,,,,0.179,5.0,60.0,0.9925,3.09,,,1
1406,,0.17,0.32,4.2,,,117.0,0.99182,,0.43,,0
1407,5.7,,,,0.042,25.0,,0.9940000000000001,3.35,0.39,9.4,1
1408,,,,18.95,0.053,,,,3.2,0.5,10.4,1
1409,6.0,,0.4,,0.021,,,0.9891,3.24,0.95,,0
1410,,0.32,0.26,,,11.5,88.0,,3.24,,,4
1411,,0.28,,9.9,,,133.0,,,0.44,,1
1412,,0.33,0.16,,,,,,3.48,,,0
1413,5.9,,,5.4,0.046,,116.0,0.99224,,,,0
1414,5.6,,0.29,,0.043,,,,3.28,,9.9,0
1415,,0.46,0.08,4.9,0.046,34.0,144.0,,3.1,,10.0,1
1416,,0.21,0.21,10.2,,,,,,,12.2,2
1417,,0.34,,3.3,0.034,29.0,99.0,,,0.4,12.3,2
1418,,,0.31,9.1,0.036000000000000004,,140.0,0.99216,,,,2
1419,7.1,,,1.2,0.069,24.0,,0.9928,,,10.6,0
1420,,,,,,45.0,,1.0003,3.21,,8.6,2
1421,9.7,0.24,0.49,,,3.0,,,,0.54,,0
1422,6.6,,,8.0,,21.0,124.0,0.9936200000000001,,,,0
1423,7.4,,0.31,,,,177.0,0.9962,,,8.9,0
1424,6.6,,0.27,10.9,,,,0.9949600000000001,3.11,,10.5,2
1425,6.8,,0.28,,0.047,52.0,,0.9952,3.22,0.53,,0
1426,7.0,0.17,,,,,,,3.11,0.5,,3
1427,,,,11.8,,,212.0,,,,,2
1428,,0.19,,,0.12300000000000001,27.0,,,3.04,0.54,,0
1429,6.8,,0.51,11.8,,,,,,,,1
1430,,,0.28,,,,,,3.06,0.42,,0
1431,,0.21,,4.6,,40.0,,0.9964,,,10.0,4
1432,,,,,,29.0,144.0,,,,,0
1433,,0.19,0.27,13.9,0.057,,155.0,0.9980700000000001,2.94,,,3
1434,,,,4.7,,,118.0,,3.43,,9.0,2
1435,,,,15.9,0.046,,,0.9979,,,,0
1436,,0.22,,,,38.0,,0.9994,,,9.0,0
1437,,,0.26,10.8,,37.0,,0.99787,,,10.3,2
1438,6.2,0.25,,,0.046,,,,3.19,,,1
1439,6.8,0.22,0.24,4.9,0.092,30.0,123.0,,,0.46,8.6,0
1440,6.3,,,1.6,,59.0,148.0,,3.44,,,1
1441,,,0.3,14.9,0.051,,,0.99835,,,,0
1442,,0.32,,,,,179.0,,,0.69,8.9,1
1443,5.4,0.31,,,,,144.0,0.9931,3.29,0.76,10.0,1
1444,5.7,0.15,,,0.045,57.0,,0.9913,3.22,,,0
1445,,,0.54,,0.047,44.0,181.0,,,,,1
1446,,0.37,0.3,2.2,,,107.0,,3.22,,,2
1447,,,0.35,,0.039,,,,3.18,,11.0,2
1448,,,0.28,,,,111.0,0.99405,3.35,0.64,10.2,4
1449,8.2,,0.26,,,26.0,87.0,,,0.47,,0
1450,7.4,0.36,0.23,,0.017,31.0,69.0,0.9892,,0.36,,0
1451,5.8,,0.32,1.7,0.033,,,0.9898,3.03,,,0
1452,7.0,,0.28,,0.039,,83.0,0.9917299999999999,,0.65,11.1,1
1453,,0.25,,1.8,0.053,6.0,121.0,0.993,3.23,0.7,,1
1454,5.6,,0.29,3.1,0.023,19.0,89.0,,,0.51,11.2,0
1455,,,0.34,,0.06,,,0.99705,3.24,0.52,,5
1456,8.7,0.3,0.59,1.7,0.046,,70.0,0.9937299999999999,3.06,,10.8,4
1457,6.2,0.25,,,0.048,,,,,,9.5,1
1458,,0.19,,,0.043,33.0,,0.9936,3.42,,9.1,0
1459,,,,10.0,0.055,56.0,131.0,0.9940000000000001,,0.35,10.9,0
1460,,0.21,,1.2,,31.0,95.0,0.99036,,,,0
1461,7.4,0.24,0.42,,,48.0,,,2.89,0.42,8.9,0
1462,,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,,,,0
1463,6.7,,,,0.061,,218.0,0.9938799999999999,3.16,0.53,,1
1464,7.1,0.27,,,0.023,3.0,,0.98993,2.95,0.3,,4
1465,8.5,0.23,,,0.035,,,,3.07,0.55,,2
1466,,,0.45,,,31.0,97.0,,3.2,,,2
1467,7.8,0.2,,1.6,,26.0,189.0,,,,,2
1468,,,,,,82.0,187.0,,3.19,,11.2,2
1469,6.3,,,,,,,0.9923799999999999,,0.48,10.2,1
1470,7.1,0.37,,6.2,0.04,49.0,,,,0.27,13.6,0
1471,,,,,,,152.0,0.9907,,,12.0,0
1472,7.3,0.23,0.41,14.6,,,,0.9986299999999999,3.16,0.71,9.4,0
1473,8.7,0.23,0.32,,,,,,,0.47,,2
1474,,0.27,0.69,,0.17600000000000002,,,,,0.43,,0
1475,,,,4.6,,59.0,,,3.55,,9.4,2
1476,7.4,0.16,0.27,15.5,0.05,,135.0,0.9984,,0.43,,2
1477,8.1,0.2,0.3,1.3,0.036000000000000004,7.0,49.0,0.9924200000000001,2.99,,,1
1478,6.0,,0.28,,0.053,,132.0,,3.06,0.5,9.4,0
1479,,,,9.2,,66.0,,,,,9.1,0
1480,6.7,,,,,34.0,,0.9953,3.36,0.5,12.0,2
1481,,0.19,,,,50.0,,,,0.36,,0
1482,,0.19,0.26,,,33.0,123.0,,3.49,0.42,10.1,0
1483,,0.165,,,,42.0,,,3.18,0.55,,0
1484,6.1,,,,0.043,,98.0,0.98918,3.14,,12.5,0
1485,6.4,0.25,,,,,113.0,0.99164,3.23,0.66,,0
1486,,,,1.4,,,163.0,,3.24,,,1
1487,5.8,,,0.9,0.037000000000000005,,,,,0.34,11.4,4
1488,6.4,0.35,,1.6,,,113.0,0.98779,3.12,0.4,14.2,2
1489,7.5,0.27,,,0.04,,159.0,,,,8.7,1
1490,,0.45,,,,13.0,,,3.23,0.32,,1
1491,5.8,,0.26,,0.038,40.0,153.0,0.9911,3.34,,,0
1492,,0.23,0.49,0.9,,15.0,73.0,0.9928,,0.38,10.4,0
1493,,0.22,0.28,,0.034,,90.0,0.98862,,0.38,,0
1494,6.4,,0.29,,,,,,,0.38,,1
1495,,0.28,,,0.04,,,,3.23,0.66,10.3,0
1496,,,0.35,1.8,0.042,,,,,,,2
1497,,0.23,0.56,0.9,,46.0,141.0,0.99119,3.16,,9.7,1
1498,6.2,,0.34,6.6,,,91.0,0.9914,3.32,,,2
1499,6.5,0.18,0.33,1.4,,,138.0,0.9911399999999999,,,,2
1500,,,,,,,125.0,,,,,0
1501,8.2,0.27,,7.8,0.039,49.0,,0.9976,3.31,0.51,,0
1502,,,,,0.036000000000000004,32.0,116.0,0.9944,3.23,,,0
1503,7.9,,,7.7,,,195.0,,3.04,,,0
1504,,0.59,0.38,,0.066,34.0,,0.9968,3.23,0.38,,5
1505,8.0,0.23,0.41,1.1,0.048,,150.0,,,0.47,,1
1506,,,,3.4,,,87.0,,,0.53,,0
1507,,0.41,0.04,1.3,0.036000000000000004,,121.0,0.9922799999999999,3.24,0.61,9.9,0
1508,,,0.27,,0.026000000000000002,17.0,73.0,0.9921,,0.39,10.8,1
1509,,,,,0.044000000000000004,,,0.9931,,,10.2,0
1510,,,0.38,,,,143.0,,,0.39,,0
1511,7.6,,0.36,,0.04,32.0,,0.993,,0.52,,0
1512,,0.3,,6.4,,28.0,,,,0.44,11.8,0
1513,5.8,,,,0.031,,,,,0.4,,2
1514,,,,8.9,0.048,32.0,,,,0.54,,2
1515,,0.3,,4.0,0.038,37.0,,,3.2,0.6,12.6,3
1516,6.7,0.34,0.43,,0.040999999999999995,,,,3.23,,,0
1517,5.7,,,1.8,,38.0,,0.9900200000000001,,0.98,11.9,2
1518,,0.23,,,,,100.0,,,0.63,10.9,0
1519,6.2,0.28,,,,26.0,,,,0.36,10.7,0
1520,,,0.48,2.3,0.04,28.0,114.0,,,,12.8,2
1521,6.2,,,1.0,0.044000000000000004,13.0,,0.99345,3.14,0.46,9.2,1
1522,,,,13.9,0.057,,155.0,,2.94,0.41,,3
1523,,0.44,0.62,11.8,,,152.0,,3.12,,8.7,0
1524,,0.38,,3.4,,,116.0,0.9944,,0.41,9.4,1
1525,7.6,0.2,,,,53.0,,0.9990000000000001,3.14,,,3
1526,,,,6.8,0.051,,143.0,,3.43,,11.0,0
1527,6.5,,0.34,1.6,,39.0,,,3.21,,12.5,0
1528,7.2,0.21,0.36,,,68.0,,,,0.76,,1
1529,,0.21,,18.15,0.042,41.0,,1.0001,3.3,0.36,,1
1530,7.2,0.33,0.34,,0.044000000000000004,61.0,171.0,0.9894700000000001,,,13.3,2
1531,7.9,,,,,,178.0,,,0.43,,0
1532,8.0,0.14,0.33,,,,162.0,0.9914,3.07,,,0
1533,8.2,0.42,,,0.03,,,0.9911,,0.32,12.8,2
1534,7.2,,,,0.02,14.0,,0.9936200000000001,,0.44,,0
1535,7.2,0.2,,2.7,0.032,,151.0,,,,12.7,2
1536,,,0.31,3.9,0.027000000000000003,,,0.99035,3.24,0.6,12.6,3
1537,5.9,,,,0.048,52.0,,0.9993,,0.44,9.4,1
1538,,,,1.9,,,,,,0.39,10.9,0
1539,7.9,,0.37,,0.061,,,0.995,3.22,0.51,10.0,0
1540,,,,14.15,,,185.0,,,0.49,,1
1541,,0.16,0.27,12.0,0.03,39.0,98.0,0.9940200000000001,,0.34,10.8,1
1542,6.1,0.17,0.42,15.1,,28.0,124.0,0.99684,2.87,,,1
1543,6.3,,,17.75,,51.0,,0.99916,3.13,,8.8,0
1544,,0.26,,1.3,,6.0,29.0,,3.29,0.63,,1
1545,6.6,,,8.0,,,,0.9956,,0.48,9.5,1
1546,7.2,,,,0.028999999999999998,27.0,,0.9903,,0.59,,2
1547,,,0.32,1.7,,,,,,,,0
1548,,,0.33,4.2,,,133.0,0.9910700000000001,,0.42,11.3,2
1549,,0.2,0.27,9.6,0.037000000000000005,19.0,,,3.04,,10.5,2
1550,6.7,,,,0.048,,111.0,0.99455,3.25,,11.0,2
1551,,,0.33,,,17.0,109.0,0.99306,3.27,,9.5,0
1552,,,0.32,7.6,0.052000000000000005,35.0,,,,,9.0,1
1553,7.5,,,,,22.0,,0.9938,3.09,,9.3,1
1554,6.9,,0.29,1.3,0.053,,,,3.29,0.54,,4
1555,6.5,,0.34,,0.036000000000000004,34.0,200.0,0.9937,3.14,,,1
1556,,0.27,,4.5,,,,0.9948,,,9.4,1
1557,7.9,,0.32,3.6,,9.0,76.0,0.992,,0.31,11.7,4
1558,,,,4.4,,8.0,109.0,0.9905799999999999,3.35,,,4
1559,6.8,,,,,52.0,,,3.2,0.51,,1
1560,,,0.3,4.8,0.17,60.0,166.0,0.9946,,,9.4,1
1561,,0.22,,12.0,,57.0,158.0,0.9992,3.6,0.43,9.0,0
1562,8.2,0.18,0.28,8.5,,,140.0,0.9952,,,10.1,2
1563,7.1,,,,0.067,,,0.9986,3.07,0.53,9.1,2
1564,,,,8.0,,56.0,187.0,0.99577,,,9.2,1
1565,6.3,,0.27,,,34.0,,,,0.54,9.4,0
1566,6.8,,0.55,,,,159.0,0.99805,2.93,,,1
1567,6.6,0.26,0.21,,0.026000000000000002,,,0.9908899999999999,3.22,,,2
1568,,,,,,50.0,144.0,0.9971,3.09,0.57,10.2,2
1569,9.2,,0.49,,0.044000000000000004,18.0,107.0,,3.1,0.53,,4
1570,6.6,0.26,,,0.039,,67.0,,3.05,,,0
1571,6.8,,0.29,10.4,0.046,,143.0,0.99518,,,10.8,0
1572,6.3,,0.37,,0.047,,,,3.19,0.48,9.5,0
1573,6.4,,0.26,,0.046,,,,,0.41,9.6,1
1574,7.2,0.16,,,0.031,,123.0,,,0.4,,2
1575,,,,13.4,,35.0,169.0,,,,8.8,2
1576,,,,,0.033,,69.0,0.9909,,,10.8,0
1577,,,,7.0,0.046,,176.0,0.99454,,,,1
1578,6.2,,0.47,,0.028999999999999998,,81.0,0.99,,,12.2,0
1579,7.7,0.29,,,0.06,27.0,,0.99572,3.49,0.59,,0
1580,7.1,0.12,0.3,,0.018000000000000002,15.0,,0.9900399999999999,,0.52,,2
1581,6.8,0.28,0.39,1.4,,,,,,0.72,11.7,1
1582,7.4,,0.5,1.8,,35.0,,0.9937,3.45,0.5,,2
1583,,,,,,,172.0,0.99755,,,9.0,0
1584,,0.28,0.34,,,,119.0,0.9888,3.03,,12.5,0
1585,6.6,0.27,,8.1,,53.0,,,,,9.5,1
1586,5.2,0.2,,,0.047,16.0,93.0,,,0.53,,2
1587,,0.36,0.34,4.2,,57.0,119.0,,3.28,0.36,12.7,6
1588,7.3,,0.62,,0.033,48.0,185.0,0.99472,3.14,0.62,10.6,0
1589,6.9,,0.6,,,6.0,122.0,,,,,4
1590,7.6,,0.28,,0.049,57.0,205.0,0.9974799999999999,,,9.3,1
1591,,0.22,,,,,,0.9948,3.14,,,1
1592,,,,6.2,,36.0,,,,,,0
1593,,,0.21,3.2,,14.0,136.0,0.9936,,0.44,,1
1594,6.0,0.29,0.41,,0.048,55.0,149.0,,3.09,0.59,10.966666666666699,2
1595,7.2,,,,0.047,,144.0,,,,12.3,0
1596,9.4,0.26,0.53,,,25.0,,,,,12.5,0
1597,,0.205,0.16,12.55,0.051,,115.0,0.99564,3.4,0.38,10.8,0
1598,7.3,,0.23,,,49.0,,0.9985,3.2,0.46,,1
1599,,,0.56,2.7,,,,0.9924,3.31,0.57,,0
1600,,0.27,0.22,,,,203.0,,3.19,0.52,,1
1601,,,0.29,,,36.0,,,3.14,,9.0,1
1602,7.6,0.23,0.34,,,,129.0,,,,10.4,1
1603,7.1,0.21,0.31,,0.021,40.0,,,,,10.8,2
1604,7.4,0.29,,,0.032,43.0,,,3.1,0.47,10.6,0
1605,7.2,0.13,,1.3,,,111.0,0.9912700000000001,2.97,0.45,11.1,1
1606,6.8,,,1.6,0.039,,,0.9948,3.3,,9.6,1
1607,,0.33,0.42,,0.057999999999999996,,151.0,,3.16,0.44,9.6,1
1608,8.2,,,,,,81.0,,,0.68,,2
1609,,0.28,,7.0,0.057,35.0,208.0,,,0.55,10.2,1
1610,,0.21,,1.4,,30.0,114.0,,2.92,,,2
1611,8.1,,,,,33.0,,0.9976,3.31,,9.7,1
1612,6.3,,0.33,4.7,,,,0.991,,0.38,12.5,2
1613,,0.24,0.3,,0.07,,,0.99666,,0.46,,0
1614,,0.35,0.32,9.0,0.032,,113.0,0.9918799999999999,,0.65,,2
1615,7.8,0.3,0.29,16.85,0.054000000000000006,23.0,,,3.16,0.38,,0
1616,,,0.3,,0.039,43.0,,,,,12.0,0
1617,,,,,0.034,26.0,,0.992,3.21,0.42,9.8,0
1618,8.0,0.28,0.42,,0.045,,,,,,,1
1619,6.2,0.35,0.2,,0.069,33.0,,,3.15,,8.8,0
1620,,,,,0.042,69.0,,,,,,1
1621,,0.32,0.24,,0.051,34.0,149.0,,,0.52,11.0,1
1622,9.6,,,1.45,,77.5,,0.9944,2.92,,,0
1623,7.4,0.19,,,,,,0.9986,3.1,,9.2,0
1624,7.1,0.16,,,,20.0,90.0,,,0.44,10.9,2
1625,,0.22,0.39,6.0,,44.0,,0.9912299999999999,,,,0
1626,5.9,0.22,0.45,22.6,0.12,,,0.99636,3.1,,,1
1627,8.0,0.25,0.13,17.2,,49.0,219.0,0.9996,2.96,0.46,,1
1628,7.8,,,3.2,,,,0.9919,3.03,,11.3,2
1629,,0.25,,8.4,,,156.0,,3.15,0.55,9.4,0
1630,6.4,,0.25,,,35.0,157.0,0.99976,3.17,0.5,,1
1631,,,0.21,2.9,,,,,,,11.3,2
1632,,,,10.6,0.033,,87.0,,,0.45,12.8,0
1633,7.8,0.21,,,0.052000000000000005,,,0.9911,,0.28,,1
1634,6.7,0.33,0.34,6.6,,,156.0,,3.11,0.48,,0
1635,6.8,0.17,0.34,2.0,,,111.0,,3.24,,12.9,0
1636,,0.38,0.26,,0.043,,,0.99234,,0.31,11.4,0
1637,6.3,0.39,,,,,,,,0.66,10.1,1
1638,6.4,0.2,,3.1,,18.0,,,,,,0
1639,4.7,,,,,,134.0,,3.53,,,0
1640,,0.705,,13.0,0.044000000000000004,,,0.99741,3.1,0.5,9.1,1
1641,,,,7.9,,45.0,,,3.23,,9.3,1
1642,,,,1.3,,,,,,0.35,,0
1643,,0.29,,,,,,,,0.52,9.5,1
1644,7.1,0.16,0.25,,,28.0,123.0,0.9915,3.27,0.55,,0
1645,6.5,,,,,,,,,0.31,11.5,1
1646,,0.33,,,,33.0,97.0,0.99126,,,10.9,0
1647,,0.25,0.51,,0.047,61.0,189.0,,,,9.2,1
1648,,,,,,,90.0,0.9950899999999999,,0.55,,0
1649,5.8,0.61,0.01,8.4,0.040999999999999995,,104.0,0.9909,3.26,,,2
1650,7.2,0.47,,,0.048,,,0.9942799999999999,,0.49,9.8,1
